population,populationPercentOfState,populationChangeSince2014,medianAge,medianAgeChangePercent,under18Percent,under18ChangeSince2014Percent,over65in2024Percent,over65ChangeSince2014Percent,veteranPercent,agriculturalLandAcres,agriculturalLandChangeSince2017Percent,numberOfFarms,numberOfFarmsChangeSince2017Percent,broadbandInternetAccess2022Percent,broadbandInternetAccess2019Percent,computingDeviceAccess2022Percent,computingDeviceAccess2019Percent,childPovertyPercent,childPovertyTotal,averageWeeklyWage,averageWeeklyWageAsPercentofStateAverage,perCapitaIncome,perCapitaIncomeAsPercentofStatePCI,gdp2022,Gdp2021,preKEnrollment2023Percent,preKEnrollment2022Percent,k12FundingADM,k12Funding,youthOpportunity2022Percent,youthOpportunity2019Percent,adultsWithoutHSDiplomaPercent,adultsWithoutHSDiplomaTotal,educationalAttainmentPercent,educationalAttainmentGoal2030,foodInsecurity2022Percent,foodInsecurity2021Percent,medicaidEnrollmentTraditionalPercent,medicaidEnrollmentExpansionPercent,uninsuredResidents2021Percent,uninsuredResidents2020Percent,drugOverdoseEmergenciesPerHundredThousand,drugOverdoseEmergenciesTotal,overDoseDeathsPerHundredThousand,overDoseDeathsTotal,propertyTaxRate,propertyTaxLevy,propertyTaxPerCapita,propertyTaxTotalLevy,PropertyValuationPerCapita,PropertyValuationTotal,puvDeferredShare,puvValuationDeferred,localSalesTaxRate,Area (Square Mile),Lat,Long
0.9655748740980256,0.9656348688770908,0.3961237517004047,-0.04947673236308586,0.3480864244097569,0.3706731602495584,0.3907553659325034,-0.146150051077059,-0.14947912300697433,0.11016886886818042,0.10295587290054097,0.2205809881768572,0.2116557657875446,0.1750855299454769,0.40021821499697563,0.41089922562646325,0.41092577915081757,0.42195035093374844,-0.09091842025218526,0.9074898572687463,0.7964715063076877,0.7964715063076877,0.572496800763907,0.572496800763907,0.9999577415731781,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.05591489300277138,-0.05534210402865169,-0.043606275016189265,0.3132890488206705,0.02017613517974294,-0.007707471563489754,-0.07557145981487946,0.3618045810516469,0.3567666052154305,0.4145572109346097,0.02827237805853467,0.18454738376081722,-0.172865512611408,0.07419289548301379,0.029959441839537693,0.010992751339721205,0.03653970965955482,0.022673333314469406,0.17694041788609766,-0.08762522200956875,-0.08674477740141284,-0.08674477740141284,0.1396463079531527,0.1396463079531527,0.04345735684093559,0.04484717106725326,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.1096549932284392,-0.10909369068135015,-0.14194007132291012,0.3794727415269739,-0.012361643594319271,-0.09680465087225078,-0.13834779726052945,0.4244225590629791,0.40534630984398606,0.3342198644944635,0.04642542877910312,0.16158356293845333,-0.1350818895244744,0.0044700865854290835,-0.08090989267050844,-0.12570465209096973,-0.03803388658545978,-0.07826311670426442,0.22214620225784923,-0.13387593750516982,-0.1282661498256269,-0.1282661498256269,0.06845591619743653,0.06845591619743653,-0.005895438918999645,-0.004525264396633838,0.8100082713529027,0.9999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.45829209892442135,0.4583057058331645,0.46128232330763813,0.26233064386833177,0.5411319940135647,-0.182896930801854,-0.10506271053632553,0.21240058431479514,0.1306794379537823,0.1275365006569184,-0.1428020192354315,0.15913130988725369,0.06529494986342214,0.1045264981622625,0.5641801312901454,0.5518237813499866,0.6306996790650766,0.631155855083848,-0.3107578420034525,0.36261123615700513,0.5450684632201075,0.5450684632201075,0.7147626735723552,0.7147626735723552,0.4772176327115747,0.47596467730135095,0.15728769058357525,0.15789942030894652,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9870833098517543,0.987194801644077,0.4488634906855329,-0.06048724222186352,0.38167877643242926,0.33446709631040233,0.4006150042295669,-0.18203375974055078,-0.19259188397456642,0.05523973967073737,0.1028058801461747,0.21671837328165985,0.26424681035203695,0.1832849517775404,0.45216344773834205,0.46084666003838026,0.4717605654263868,0.4831500874740386,-0.1723703075958098,0.8964022765041035,0.798786276089506,0.798786276089506,0.6195033287262194,0.6195033287262194,0.9784505046416949,0.9771851915105438,0.010698674430736129,-0.0392942775535129,0.5120543414478773,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.08633820016306379,-0.08603993420143421,-0.3492047605355333,0.1696389679572651,-0.14604163426170974,0.3615002045760519,0.26153718908460605,0.1473849976521638,0.13489301359232475,0.11184559736262688,0.46959874034945204,0.12359573640647022,0.03034286180791521,-0.04118099419615809,-0.3623647176950697,-0.4156617717866752,-0.47072024166382864,-0.4326741362704265,0.5840265637557025,-0.019530602201482446,-0.15857290590334291,-0.15857290590334291,-0.18977821342399182,-0.18977821342399182,-0.037798626252131394,-0.03595957873313019,0.18662624838855468,0.1948018013006017,-0.18175086258825943,-0.08710693352457992,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.1066840905938137,-0.10634623161268851,-0.29620542143797385,0.13307945044347208,-0.18502286251758418,0.3940688121493486,0.28920863019705906,0.12160301550142467,0.1376626481650986,0.1553221354501099,0.37419560920219863,0.15338264889223868,-0.052277015776954885,-0.03336620478510692,-0.36941642662084323,-0.41076702382547936,-0.47500565742324896,-0.44303699569268057,0.5862285942684746,-0.034421658836223286,-0.1613616064585885,-0.1613616064585885,-0.27960006200073173,-0.27960006200073173,-0.04953116634024964,-0.04742615030679664,0.21174548639939572,0.2196302715444579,-0.2942995998640387,-0.10741991327257562,0.8744163862986483,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05991524082373548,0.060319068622278746,-0.18254541263598287,0.12124131715100292,0.12337566854894809,0.36867264524871923,0.22622969333335222,0.12802010703959088,0.12201398916773067,0.008527190298811674,0.4359677070480539,0.2616720858464677,0.16798405946706407,0.3108374781457245,-0.2785356478943244,-0.32329652143276816,-0.37950878099513286,-0.3701021863772073,0.5675286679530104,0.12455022732152753,0.003503826564238111,0.003503826564238111,-0.16590393630971442,-0.16590393630971442,0.13627269746596057,0.13832275075617367,0.24492075734062171,0.17016840153528032,-0.1326462319475368,0.07870554061775814,0.46591947684205387,0.44687978581858867,0.9999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,
0.9668485854551458,0.9667525039044362,0.434878521283955,-0.10509020725264354,0.357603327652364,0.450165170386726,0.49456497213410383,-0.2223843326066723,-0.22175778193821535,0.05854592736361861,0.1917148055202687,0.24013303726332708,0.33510305641118515,0.19216362839687665,0.4119971672221353,0.41768368967217573,0.4061018410530129,0.42030204486928396,-0.08269850361305164,0.9609913142297771,0.7944800088829462,0.7944800088829462,0.5313883480000522,0.5313883480000522,0.970889266692039,0.9716758007290238,-0.02856804789348934,-0.07910039363546152,0.4087172248927022,0.9514252320849145,-0.004880913958731484,-0.02228655564769513,0.18556896904551073,0.9999999999999998,,,,,,,,,,,,,,,,,,,,,,,,
0.6291121084399807,0.6289916758965775,0.7107202453162494,0.0022552656876558184,0.5092820072325929,0.023031034748898015,0.163415330379339,-0.0969613193153314,-0.11591546284265188,0.07321762630525526,-0.06584629330198248,0.20101677925454473,0.3079360386611291,0.21263835779475151,0.7367612476450748,0.766307785036484,0.8206422268351867,0.8222323379040145,-0.5438410194794794,0.5309516942924764,0.7429369228030358,0.7429369228030358,0.7766597954207956,0.7766597954207956,0.5808010991406993,0.5790583256094617,0.04386492237522476,-0.050482756553231325,0.7046850074811136,0.6326316967167515,-0.40906566476422357,-0.41993923150080587,-0.2862505844211689,0.5529117096887346,0.9999999999999999,,,,,,,,,,,,,,,,,,,,,,,
0.991936961300896,0.9920223431872875,0.4457964582048608,-0.07719014521699845,0.3710146061393935,0.3485224755958256,0.4122680801815478,-0.19911308512333858,-0.2049994434554312,0.05836724366613967,0.10944674219793257,0.21940040390225982,0.2724418373024545,0.17863802021962605,0.44364770828601513,0.455661647130414,0.4609886133678964,0.47421130721417903,-0.17037062923211718,0.9056667375799581,0.7835785969027436,0.7835785969027436,0.5977654790706519,0.5977654790706519,0.9813403295018318,0.9803117898033503,-0.0060245204170249035,-0.05751577004578767,0.47017616251878364,0.9963765833603395,-0.08235601895638554,-0.09783372323984668,0.0802617102670439,0.9604614198398755,0.6176077977951111,0.9999999999999999,,,,,,,,,,,,,,,,,,,,,,
-0.18984313175793993,-0.18941889351923186,-0.4642222128358116,0.210704118348709,-0.08619520200533157,0.2773845514115089,0.06551333048883778,0.3672055868643698,0.3740173630989334,0.21290147501067774,0.2666957902143577,0.19718695782056755,-0.03963473516831842,0.14962525192485127,-0.5025710383763418,-0.5180922415655019,-0.6222375800451599,-0.5898352368438105,0.7878279867525744,-0.06453573734018603,-0.27703308848814656,-0.27703308848814656,-0.45820895379584403,-0.45820895379584403,-0.10236029445453614,-0.09970108188194772,0.22380511528030153,0.2750728942093638,-0.26269417639889675,-0.18683052574647174,0.4558344892339456,0.4915068837524752,0.5928738083906561,-0.08364218551358168,-0.45373625184321265,-0.1741977779016405,0.9999999999999999,,,,,,,,,,,,,,,,,,,,,
-0.20900844340586883,-0.208615773214113,-0.47527182175370597,0.1889622274392458,-0.14916239764814054,0.29236872342500286,0.07439108625664317,0.35364859048019703,0.3641748103590572,0.2297519718712128,0.22227779232266945,0.17947414686356036,-0.0776759127151118,0.10244300235350912,-0.5247995034788195,-0.5313976203958677,-0.633154945943588,-0.6087311524868532,0.8066914557881162,-0.08010647745721738,-0.2853423911165218,-0.2853423911165218,-0.5005548863838155,-0.5005548863838155,-0.12895383285190196,-0.1265089465152801,0.22964734624250327,0.2516516679910146,-0.33186346951694723,-0.21113550428358638,0.46991392700731505,0.5289975970647551,0.5271044096882197,-0.110885385447592,-0.47790351570038114,-0.1972509722469491,0.9518087531008937,0.9999999999999999,,,,,,,,,,,,,,,,,,,,
-0.03630273453226155,-0.03605498178821583,-0.47207711799720486,-0.03323174400342234,-0.24340917487061076,0.6385986481190661,0.4441913161579696,0.0628540678758324,0.09320703756271743,0.15415859395006823,0.4594495364703713,0.12724853810676265,-0.045947312906409354,0.04560788086362161,-0.5028009741866122,-0.5376584031579718,-0.6355401798905425,-0.6227883623243843,0.8505377056626257,0.12232727465360224,-0.09710353530551766,-0.09710353530551766,-0.4175600438137673,-0.4175600438137673,0.026683113174384213,0.02933311194870212,0.11978177579540109,0.12980002659330264,-0.40691835705028506,-0.04604945859537199,0.6224687471261299,0.6745567005433487,0.5340802807833307,0.07618358441827018,-0.4666878820279538,-0.03401317600854126,0.7347684850017799,0.7871797744681316,1.0,,,,,,,,,,,,,,,,,,,
-0.04889077908845967,-0.04858842464552688,-0.4485886827193146,0.12114812563155782,-0.1360069388283585,0.503177486739642,0.3116188268212259,0.25129159974671406,0.25987270862905587,0.22838540085334663,0.32947814369940487,0.1390809825688995,-0.10295945380042519,0.044416818344526994,-0.4830200150769943,-0.5135902108584107,-0.6112816764794688,-0.6042563782203764,0.8142600049734452,0.08982344143377045,-0.12126311151871816,-0.12126311151871816,-0.38072969414898694,-0.38072969414898694,0.024061021379200513,0.02672583758128105,0.1535028825205554,0.1715217700395258,-0.3261681707152796,-0.05198453273680573,0.5519421979482089,0.6227736749052603,0.4604494821906809,0.05231615369458742,-0.4161389658489177,-0.041738603003798266,0.7854434183131425,0.835656770131805,0.9248465420759939,1.0,,,,,,,,,,,,,,,,,,
-0.11853652035648783,-0.11822256473117808,-0.2034469426834656,0.20368155320469916,-0.01720560376072521,0.21556042697084238,0.07243797936408881,0.27696106032794104,0.32218125004298803,0.07188866837614245,0.17189657196429253,0.09192749707881177,0.010911753552433836,0.11307012246867659,-0.3116213782441833,-0.3619907410779791,-0.4476860022740278,-0.4030942365562427,0.4860491452860813,-0.053689744046252666,-0.15624090740424018,-0.15624090740424018,-0.2817575480809495,-0.2817575480809495,-0.024048139482417526,-0.021593231333943134,0.29374181665514626,0.23697370340723237,-0.1841399601820356,-0.09782198235819574,0.2498171093096078,0.28361592707261685,0.6977238550613348,-0.0006305791385663795,-0.3259047936269776,-0.09308390051161647,0.674699014540776,0.5743874204262374,0.4318872050463891,0.4534859792075738,1.0,,,,,,,,,,,,,,,,,
-0.04360939697693313,-0.043244055482182533,-0.15070586355549384,0.1533889107239453,0.025657995182381297,0.30586716053870094,0.15590212991410318,0.22348657684494871,0.27793729171222537,0.14308862562935654,0.20832343053924124,0.1582181690397814,0.04085394933177645,0.19383119657889789,-0.24402197178409574,-0.3031060269698237,-0.37341703092917916,-0.3428768253309787,0.44784631370200534,0.0133641507580222,-0.06762400273262716,-0.06762400273262716,-0.2011126036188689,-0.2011126036188689,0.04756550007289198,0.05002272052379777,0.35187487668187384,0.24685122211595834,-0.13933142594283354,-0.026295733463435726,0.2925063524658989,0.3438248651987538,0.6750407320938895,0.06809299005295676,-0.2520896376210942,-0.02059665154946105,0.6405658054618869,0.5646347832953575,0.4655732356283856,0.4934251775869047,0.9185748255769423,1.0,,,,,,,,,,,,,,,,
0.24531259485290205,0.24539939601258853,0.09176917703451162,0.02908638982553568,0.09418883845932538,0.46396081197665173,0.44095949455247274,-0.01285272998300295,0.00018966375654082737,0.1808206738941463,0.1823323592504894,0.26594685785368233,0.2559391549878013,0.24157120160663625,0.14704792546393985,0.10302379958611102,-0.003270429041925055,0.02451190388854211,0.24592053076611364,0.3326775068884959,0.1906684280063874,0.1906684280063874,-0.017869740638219077,-0.017869740638219077,0.24610441500134778,0.24748851987767964,0.10648494816443525,0.04130941037159233,-0.062473542607606423,0.20831928206654302,0.2578015847161126,0.286531091513523,0.27119805270574177,0.3189270340588042,0.022257974368786675,0.2174506781369887,0.3582931750372763,0.3847385406836054,0.40977766586339615,0.40063497608719445,0.19713016870219194,0.25849632774251324,1.0,,,,,,,,,,,,,,,
0.9529886101918326,0.9527936475633814,0.42997595434961566,-0.13670876066023946,0.3381185539475554,0.4507809507216411,0.49651342959602207,-0.25592599779082137,-0.2525377919013784,0.07748998190373584,0.1302588114045392,0.23596454589021437,0.34741547526188454,0.18378116368689956,0.44066704317734784,0.4457681014935224,0.41907851461815115,0.43295236880663873,-0.11483577718049894,0.973274447341333,0.7791928706335388,0.7791928706335388,0.5001959215834202,0.5001959215834202,0.926475701508535,0.927346815398602,-0.06599848542278387,-0.12091204236782367,0.3891714426008938,0.9172055418411356,-0.02492759742928041,-0.04172920666407872,0.10837664689016831,0.9707840619435513,0.5535824984781881,0.9273944155160785,-0.09366275722371818,-0.10813607474733097,0.062264688318994864,0.04771401795466317,-0.06324150366907462,0.013671530338316662,0.4081722494135315,1.0,,,,,,,,,,,,,,
0.08336166454071783,0.08350858481784927,0.05346697690025524,0.1488626410241563,0.10452702978907376,0.2714827648974391,0.21866575794831497,0.18282941230577185,0.1892887255253954,0.4242434378239684,0.06214062448151002,0.19689440975956818,0.0998094469164702,0.17258937459589604,0.06404591992071895,0.0492407676919988,0.014489938014664513,0.025875057496025006,0.18540014464267152,0.16645284992701953,0.024507958136884608,0.024507958136884608,0.040820691314373124,0.040820691314373124,0.09287472270433965,0.09462546131119647,0.2001585228968809,0.1009613099373938,-0.004495218292997318,0.053303222525289816,0.2069262768104873,0.2574979133043974,0.1846521840869521,0.13970582872702217,-0.03533301690005917,0.06104438491667607,0.3498797590689941,0.36879902670292525,0.31640224610956136,0.39056526528373325,0.22568531544545317,0.3272090739610073,0.5950339030157994,0.2059864613446975,1.0,,,,,,,,,,,,,
0.9153486335202419,0.9150636566176802,0.4509650244116756,-0.18451795119465708,0.35255275315468304,0.4282389391253789,0.4823888552998341,-0.28756604679714054,-0.2894975804394993,0.10393270261969599,0.11753721166502473,0.24541714815889043,0.3668716837570171,0.18817813522972862,0.46672168361422134,0.4772977575794423,0.4559734575391025,0.46959280569849704,-0.15936742650970448,0.9564394786835695,0.757957231426582,0.757957231426582,0.49260899397049657,0.49260899397049657,0.8519269300477942,0.8525633316694352,-0.14659604763385417,-0.2000614819482218,0.39498908015874223,0.8593597821644041,-0.07211264101039944,-0.08841333582422153,0.0333484369847675,0.9121434491798719,0.5739030934784851,0.8706300560141143,-0.12476266024199358,-0.13038184734435418,0.020066649826100156,0.019714138536178278,-0.12133607416287995,-0.03952218406279506,0.36009707815017145,0.9655193607733359,0.2810068756001183,1.0,,,,,,,,,,,,
0.0035315547429608653,0.0037387238423027495,-0.32731338399160637,-0.016109798856917525,-0.04173421325804925,0.437475384742144,0.33262905232503626,-0.026673580015251126,-0.07404314284273444,0.09464015430489765,0.40048872871518554,0.2827693355475878,-0.04133245688761021,0.17638921169728264,-0.27629553978023874,-0.30552506113799743,-0.31795051162712046,-0.3172772739481047,0.5968417770229334,0.0962352986988541,0.06455137388785494,0.06455137388785494,-0.11902745721951698,-0.11902745721951698,0.056729816513656516,0.05781648696852552,0.26175575135652357,0.3501000418661863,-0.019315478131342014,0.03505766861334549,0.5260033579883187,0.45237719598788756,0.45297277547744974,0.06486713889546047,-0.23268512705046493,0.01653619630190527,0.39761216469862837,0.4019940413841721,0.5583038972013109,0.4234519640511819,0.14628046559544533,0.13631884660891475,0.18460024264279973,0.0444809471000074,-0.019530436856262254,-0.013835324757279159,1.0,,,,,,,,,,,
0.03336830050517549,0.03365180201004455,-0.2988303107484537,-0.024064489502586613,-0.010895697386980022,0.46469196892926495,0.37523322162899714,-0.05402470801974188,-0.11542629503093464,0.03777404833943048,0.46519822258912635,0.25606360604963607,-0.017503765997873632,0.15700418959165488,-0.26342786255651357,-0.2983686671623314,-0.32159167885969303,-0.3256285291449566,0.592845128602191,0.10983287034962921,0.07650507201095152,0.07650507201095152,-0.15380835261564207,-0.15380835261564207,0.07584515781325606,0.07648267648635998,0.20344323791929317,0.2847426952184739,-0.05124798740427868,0.06457134707976318,0.5460524640762533,0.4937065054162658,0.49496569612162195,0.08471149047791282,-0.23034045195105515,0.049118297418274094,0.38452407236294467,0.37457525213569803,0.5864238113967877,0.42273315375496834,0.13330371019332193,0.12657645684301574,0.1646898902342553,0.05162316387778047,-0.019390608885692537,-0.0033460636739064695,0.932651575118853,1.0,,,,,,,,,,
